gene1	gene2	goIds1	goIds2
hsa:4524	hsa:1719	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0017148', 'GO:0046653', 'GO:0006729', 'GO:0035094', 'GO:2000121', 'GO:0046655', 'GO:0031103', 'GO:0046654', 'GO:0051000', 'GO:0035999', 'GO:0046452']
hsa:4524	hsa:471	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0044208', 'GO:0021987', 'GO:0021549', 'GO:0006139', 'GO:0006177', 'GO:0003360', 'GO:0010035', 'GO:0098761', 'GO:0046452', 'GO:0031100', 'GO:0046654', 'GO:0097294', 'GO:0006189']
hsa:4524	hsa:123263	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0071951']
hsa:4524	hsa:160428	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0006635', 'GO:0006740', 'GO:0046655', 'GO:0009258']
hsa:4524	hsa:200895	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0046653', 'GO:0046105', 'GO:0046655']
hsa:4524	hsa:10840	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0038183', 'GO:0006740', 'GO:0046655', 'GO:0046654', 'GO:0009258']
hsa:4524	hsa:6470	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0017148', 'GO:0046653', 'GO:0006730', 'GO:0019264', 'GO:1904482', 'GO:0006563', 'GO:0006565', 'GO:1990830', 'GO:0009113', 'GO:0006231', 'GO:0051289', 'GO:0006545', 'GO:0046655', 'GO:0035999', 'GO:0006544']
hsa:4524	hsa:100528021	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	[]
hsa:4524	hsa:2618	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0044208', 'GO:0021987', 'GO:0021549', 'GO:0006177', 'GO:0003360', 'GO:0009168', 'GO:0010033', 'GO:0010035', 'GO:0046654', 'GO:0097294', 'GO:0006189', 'GO:0006544']
hsa:4524	hsa:10841	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']	['GO:0006548', 'GO:0006760', 'GO:0007010']
hsa:10841	hsa:7298	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0017148', 'GO:0014070', 'GO:0007623', 'GO:0051593', 'GO:0006417', 'GO:0051216', 'GO:0009410', 'GO:0033189', 'GO:0048589', 'GO:0051384', 'GO:0046653', 'GO:0032570', 'GO:0046683', 'GO:0009636', 'GO:0060574', 'GO:0097421', 'GO:0045471', 'GO:0019860', 'GO:0006231', 'GO:0034097', 'GO:0006206', 'GO:0035999', 'GO:0071897']
hsa:10841	hsa:10588	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0006536', 'GO:0046653', 'GO:0046657', 'GO:0046655', 'GO:0035999', 'GO:0008150']
hsa:10841	hsa:275	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0006546', 'GO:0019464', 'GO:0008150']
hsa:10841	hsa:4522	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0006730', 'GO:0046653', 'GO:0009257', 'GO:0001843', 'GO:0006555', 'GO:0019346', 'GO:0007507', 'GO:0009152', 'GO:0006164', 'GO:0061053', 'GO:0009069', 'GO:0009086', 'GO:0001780', 'GO:0035713', 'GO:0009070', 'GO:0035999']
hsa:10841	hsa:10797	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0046653', 'GO:0046655', 'GO:0008150']
hsa:10841	hsa:25902	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0006760', 'GO:0009257', 'GO:0048703', 'GO:0048702', 'GO:0001843', 'GO:0015942', 'GO:0008150']
hsa:10841	hsa:6472	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0006730', 'GO:0046653', 'GO:0035999', 'GO:0006564', 'GO:0019264', 'GO:0070129', 'GO:0051262', 'GO:0070536', 'GO:0034340', 'GO:0006563', 'GO:0002082', 'GO:0051289', 'GO:0006545', 'GO:0008284', 'GO:1903715', 'GO:0006544']
hsa:10841	hsa:441024	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0009256', 'GO:0035999', 'GO:0046655']
hsa:10841	hsa:4548	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0046653', 'GO:0050667', 'GO:0061431', 'GO:0006555', 'GO:0009235', 'GO:0007399', 'GO:0009086']
hsa:10841	hsa:1719	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0017148', 'GO:0046653', 'GO:0006729', 'GO:0035094', 'GO:2000121', 'GO:0046655', 'GO:0031103', 'GO:0046654', 'GO:0051000', 'GO:0035999', 'GO:0046452']
hsa:10841	hsa:471	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0044208', 'GO:0021987', 'GO:0021549', 'GO:0006139', 'GO:0006177', 'GO:0003360', 'GO:0010035', 'GO:0098761', 'GO:0046452', 'GO:0031100', 'GO:0046654', 'GO:0097294', 'GO:0006189']
hsa:10841	hsa:123263	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0071951']
hsa:10841	hsa:160428	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0006635', 'GO:0006740', 'GO:0046655', 'GO:0009258']
hsa:10841	hsa:200895	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0046653', 'GO:0046105', 'GO:0046655']
hsa:10841	hsa:10840	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0038183', 'GO:0006740', 'GO:0046655', 'GO:0046654', 'GO:0009258']
hsa:10841	hsa:6470	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0017148', 'GO:0046653', 'GO:0006730', 'GO:0019264', 'GO:1904482', 'GO:0006563', 'GO:0006565', 'GO:1990830', 'GO:0009113', 'GO:0006231', 'GO:0051289', 'GO:0006545', 'GO:0046655', 'GO:0035999', 'GO:0006544']
hsa:10841	hsa:100528021	['GO:0006548', 'GO:0006760', 'GO:0007010']	[]
hsa:10841	hsa:2618	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0044208', 'GO:0021987', 'GO:0021549', 'GO:0006177', 'GO:0003360', 'GO:0009168', 'GO:0010033', 'GO:0010035', 'GO:0046654', 'GO:0097294', 'GO:0006189', 'GO:0006544']
hsa:10841	hsa:4524	['GO:0006548', 'GO:0006760', 'GO:0007010']	['GO:0050667', 'GO:0070828', 'GO:0001843', 'GO:0006555', 'GO:0009086', 'GO:0035999']
